source,target
"Drag Show, Bingo","Drag Show, Bingo, Pride"
"Folk-rock, Americana","Folk Rock, Americana"
"Folk-rock, Americana","Folk rock, Americana"
"Art, Workshop",Art workshop
KPop,Kpop
Doo Wop,"Musical, Doo-wop"
Doo Wop,"Doo Wop, Broadway"
"Soul, Hip-Hop, R&B, Jazz","Soul, Hip Hop, Electronic"
"Soul, Hip-Hop, R&B, Jazz","Soul, Hip-Hop, R&B"
"Soul, Hip-Hop, R&B, Jazz","Jazz, Soul, R&B, Hip Hop, Rock"
"Soul, Hip-Hop, R&B, Jazz","R&B, jazz, soul, hip-hop"
"Soul, Hip-Hop, R&B, Jazz","Jazz, Soul, Hip-hop, R&B"
Creating & Making Technology,"Creating & Making, Technology, Music, Art"
"Alternative Rock, Indie Pop, Indie Rock",Indie / Alternative / Rock
"Alternative Rock, Indie Pop, Indie Rock","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Indie Pop, Indie Rock","K-Pop, Pop"
"Alternative Rock, Indie Pop, Indie Rock","Alternative rock, indie rock"
"Alternative Rock, Indie Pop, Indie Rock","Pop Rock, Indie Pop"
"Alternative Rock, Indie Pop, Indie Rock","Country Pop, Indie Pop"
"Alternative Rock, Indie Pop, Indie Rock","Rock, Indie Pop"
"Alternative Rock, Indie Pop, Indie Rock","Pop, Pop Punk"
"Alternative Rock, Indie Pop, Indie Rock","K-pop, Pop Punk"
"Big Room, Electronic, Trap",Big Room
"Big Room, Electronic, Trap",Big Room House
"Orchestra, Classical Music","Orchestra, Classical"
"Spoken Word, Poetry, Comedy",Spoken word poetry
"Spoken Word, Poetry, Comedy",Spoken Word Poetry
"Spoken Word, Poetry, Comedy","Spoken word, Poetry, Music, Comedy"
"Film, Performing Arts",Performing arts
"Film, Performing Arts","Theater, Shakespeare, Performing Arts"
"Film, Performing Arts","Performing Arts, Drama"
"Death Metal, Black Metal, Heavy Metal",Death metal
"Death Metal, Black Metal, Heavy Metal",Metal / Death Metal
"Death Metal, Black Metal, Heavy Metal","Death Metal, Black Metal"
"Death Metal, Black Metal, Heavy Metal","Death Metal, Black Metal, Heavy Metal, Alternative"
"Alternative, Indie Pop","Indie Pop, Alternative Rock"
"Emo, Indie Rock","Emo, Indie"
HipHop & RnB,"Oldschool HipHop, RnB"
"House, Deep House, Melodic Techno, Indie Dance","Deep House, Melodic Techno"
Hip-Hop & R&B,"hip hop, R&B"
"Classical, Early Music, Historical Dance","Classical, Early Music"
"EDM, Heavy Metal","Blues, Heavy Metal"
"Reggae, Punk Rock","Reggae, Punk Rock, Pop"
"Hip-Hop/Rap, R&B/Soul/Funk","Rock, Hip-Hop/Rap, R&B/Soul/Funk"
"Electronic, Alt-pop","Alternative, Alt-Pop"
"Electronic, Alt-pop","Alt-pop, Rock, Electronic"
"Irish Traditional Music, Folk",Irish Traditional Music
"Irish Traditional Music, Folk",Irish Traditional
"Comedy, Musical, Parody","Comedy, Musical Parody"
Hip-Hop / Rap,"Electronic, Hip-Hop/Rap"
Hip-Hop / Rap,Hip-hop/Rap
Hip-Hop / Rap,"Hip-Hop/Rap, Jazz"
"House, Disco","House, Disco, Club"
Pop/R&B,Pop psicodélico
Pop/R&B,POP
Urban,Latin urban
Activism & Social Justice,"Readings & Talks, Activism & Social Justice"
"Dubstep, Bass","Dubstep, Bass Music"
"Art, Fine Arts, Exhibitions","Performance Art, Fine Arts"
"Art, Fine Arts, Exhibitions","Art, Fine Arts"
"Death Metal, Black Metal",Death metal
"Death Metal, Black Metal",Metal / Death Metal
"Death Metal, Black Metal","Death Metal, Black Metal, Heavy Metal, Alternative"
"Circus, Music","Comedy, Circus"
"jazz, live music","Reggae, live music"
"jazz, live music","Film, Live Music"
"jazz, live music","Polka, Live Music"
"jazz, live music",live music
"Sufi, Qawwali","Bollywood, Ghazals, Sufi, Qawwali"
Psychedelic Rock,"Psychedelic, Rock"
Psychedelic Rock,"psychedelic, rock"
Native American dance,Native American Dance
"Country, Americana, Bluegrass","Americana, bluegrass"
"Folk, Funk, Soul, Jazz, Rock","Funk, Soul, R&B, Jazz, Classical"
"Folk, Funk, Soul, Jazz, Rock","Funk, Soul, R&B, Jazz"
"Folk, Funk, Soul, Jazz, Rock","Funk, soul, jazz, rock, hip-hop"
"Roller Derby, Sports","roller derby, sports"
"Roller Derby, Sports",Sports > Roller Derby
"Comedy, Performing Arts, Music, Live Music","Performing Arts, Music"
"Indie, Surf, Post-Punk",Indie surf
Sports > Roller Derby,"roller derby, sports"
"Hip-Hop, Blues, Funk, Soul","Hip-hop, blues, funk, soul"
"House Music, Hip Hop, Top 40","Hip Hop, Top 40, R&B"
"Hip-hop, Dance",Hip Hop Dance
"Electronic, Indie","Electronic, R&B, Indie Rock"
Death metal,Metal / Death Metal
Death metal,"Death Metal, Black Metal, Heavy Metal, Alternative"
"Yoga, Meditation","Yoga, Meditation, Pilates"
"Live Music, Rock","Music, Rock"
"Film, Live Music","Reggae, live music"
"Film, Live Music","Polka, Live Music"
"Film, Live Music",live music
"Reggae, live music","Polka, Live Music"
"Reggae, live music",live music
"skincare, art, training","Art, Paranormal"
"skincare, art, training","Art, Auction"
"Soul, Hip-Hop, R&B","Soul, Hip Hop, Electronic"
"Soul, Hip-Hop, R&B","Jazz, Soul, R&B, Hip Hop, Rock"
"Soul, Hip-Hop, R&B","R&B, jazz, soul, hip-hop"
"Soul, Hip-Hop, R&B","Jazz, Soul, Hip-hop, R&B"
Performing arts,"Theater, Shakespeare, Performing Arts"
Performing arts,"Performing Arts, Drama"
Theatrical and Musical,"Theatrical, Musical"
"Noise rock, indie rock","Noise rock, indie rock, punk"
Irish Traditional,Irish Traditional Music
"Comedy, Interactive Theatre","Comedy, Interactive Dinner Theatre"
"Singer-Songwriter, Folk","Singer-Songwriter, Folk, Blues"
"Neo-soul, R&B",Neo Soul
"Alt-pop, Rock, Electronic","Alternative, Alt-Pop"
"Arts, Health, Wellness, & Mindfulness, STEM","Arts, Health, Wellness & Mindfulness"
"Arts, Health, Wellness, & Mindfulness, STEM","Health, Wellness & Mindfulness"
"Art, Craft & DIY","Craft & DIY, Family"
"Comedy, Theatre","Music, Comedy, Theatre"
Arts & Culture,"Community, Arts & Culture"
"Pop, Pop Punk",Indie / Alternative / Rock
"Pop, Pop Punk","Alternative Rock, Indie Rock, Pop"
"Pop, Pop Punk","K-Pop, Pop"
"Pop, Pop Punk","Alternative rock, indie rock"
"Pop, Pop Punk","Pop Rock, Indie Pop"
"Pop, Pop Punk","Country Pop, Indie Pop"
"Pop, Pop Punk","Rock, Indie Pop"
"Pop, Pop Punk","K-pop, Pop Punk"
"Latin fusion, DJ","Latin fusion, Califas Mestizo Music"
"Folk, Indie","Indie Folk, Indie Rock, Pop"
"Folk, Indie","Indie Folk, Indie Rock, Indie Alternative"
Go-go,Go-Go
Go-go,"Spoken Word, Go-Go"
"Art, Music, Poetry, Comedy","Art, Music, Poetry"
"Reggaeton, Hip-Hop, Latin EDM","Hip Hop, Latin, EDM"
"Wellness, Sound Healing, Reiki","Wellness, Sound Healing"
Hip-hop/Rap,"Electronic, Hip-Hop/Rap"
Hip-hop/Rap,"Hip-Hop/Rap, Jazz"
"Broadway, Cabaret","Broadway, Cabaret, Jazz"
"Metal, Rock",Metal / Rock
"Funkified rock, Southern soul","Funk, Rock, Southern Soul"
"Arts, Health, Wellness & Mindfulness","Health, Wellness & Mindfulness"
"Rock, Metal, Classical","Indie Rock, Metal"
POP,Pop psicodélico
"Poetry, Open Mic","Poetry, Open Mic, Performances"
"Jazz, Blues, Salsa","Jazz, Blues, Large Ensembles"
"R&B, Rap, Hip-Hop","Rap, Hip Hop"
"Festivals, Wine Tasting, Comedy","Comedy, Wine Tasting"
"Lo-fi folk, indie","Lo-fi, Folk"
"EDM, Reggaeton, Hip-Hop","EDM, Reggaeton, Hip Hop"
"Alternative R&B, Neo-Soul","Alternative R&B, Neo-Soul, Hip-Hop"
"Musical, Doo-wop","Doo Wop, Broadway"
"Folk, Indie, Alt-Pop, Indie-Pop","Indie, Alt-Pop, Indie Pop, Alternative"
"Irish, Music","Live music, Irish music"
"Bollywood, Bhangra","Bollywood, Bhangra, Romantic"
"Music, Film, Theater","Music, Film"
"Country, Folk, Americana","Pop, Folk, Americana, Rock"
"Americana, blues, folk, rock","Americana, Blues, Folk"
"Indie Folk, Indie Rock, Pop","Indie Folk, Indie Rock, Indie Alternative"
Children's Literature,"Children's literature, Nature"
Spiritual,Spiritual Poetry
"Art, Literature","Poetry, Literature"
"Jazz, Soul, R&B, Hip Hop, Rock","Soul, Hip Hop, Electronic"
"Jazz, Soul, R&B, Hip Hop, Rock","R&B, jazz, soul, hip-hop"
"Jazz, Soul, R&B, Hip Hop, Rock","Jazz, Soul, Hip-hop, R&B"
"Indie Rock, Folk","Indie-rock, Folk"
Big Room,Big Room House
"Alternative Rock, Psychedelic Rock","Rock, Psychedelic"
"Alternative Rock, Psychedelic Rock","Rock, Psychedelic Rock"
"Jazz, Soul, Hip-hop, R&B","Soul, Hip Hop, Electronic"
"Jazz, Soul, Hip-hop, R&B","R&B, jazz, soul, hip-hop"
"Music, Performing Arts, Irish","Live music, Performing arts"
"Cabaret & Burlesque, Drag","Burlesque, Drag, Cabaret"
"psychedelic, rock","Psychedelic, Rock"
Go-Go,"Spoken Word, Go-Go"
"Ambient Electronic, Experimental Jazz, Dub","Ambient Electronic, Experimental Jazz"
Comedy Magic,"Comedy, Magic, Variety"
"Books/Library, Educational, Kids Calendar, Storytime","Books/Library, Educational, Inclusive, Indoor, Kids Calendar, Storytime"
LGBTQ+ Music,LGBTQ+ Theater
"Rock, Indie Pop",Indie / Alternative / Rock
"Rock, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Rock, Indie Pop","K-Pop, Pop"
"Rock, Indie Pop","Alternative rock, indie rock"
"Rock, Indie Pop","Pop Rock, Indie Pop"
"Rock, Indie Pop","Country Pop, Indie Pop"
"Rock, Indie Pop","K-pop, Pop Punk"
"Mindfulness, Meditation, Sound Bath, Wellness","Meditation, Sound Bath, Wellness"
"Spoken word, Comedy, Music","Spoken word, comedy, music"
Pop/Punk,"Neon pop punk, Anthem emo"
Folk/Country,"Folk, Country"
Mixed Martial Arts,"Workshops, Martial Arts"
Cross-genre chamber music,"Chamber music, Cross-genre, Rock, Jazz"
"Live Music, Fairs & Festivals, Holiday","Live Music, Fairs & Festivals"
"Country, Indie Rock","Country, Indie Rock, Folk"
"Sludge, Doom Metal","Sludge, Doom"
"Visual Arts, Multimedia","Workshops, Visual Arts"
"Alternative rock, indie rock",Indie / Alternative / Rock
"Alternative rock, indie rock","Alternative Rock, Indie Rock, Pop"
"Alternative rock, indie rock","K-Pop, Pop"
"Alternative rock, indie rock","Pop Rock, Indie Pop"
"Alternative rock, indie rock","Country Pop, Indie Pop"
"Alternative rock, indie rock","K-pop, Pop Punk"
live music,"Polka, Live Music"
stand-up comedy,"Comedy, Stand-Up Comedy"
"R&B, jazz, soul, hip-hop","Soul, Hip Hop, Electronic"
Jazz Funk,"Jazz, Funk"
Jazz Funk,"Jazz, Funk, R&B"
"Theater, Shakespeare, Performing Arts","Performing Arts, Drama"
RNB,RnB
"gothic, industrial, synthpop","gothic, industrial, synthpop, noise, ambient"
"Rock, Alternative","Indie rock, alternative rock, folk"
"Rock, Alternative","indie rock, alternative, electronic"
"Rock, Alternative","Rock, Alternative Rock"
"Rock, Alternative",Rock/Alternative
"Punk, Alternative","Pop-Punk, Alternative Rock"
"Food & Drinks, Culinary Arts, Fine Arts","Food & Drinks, Culinary Arts"
Science,"Film, Science"
Entertainment,"Art, Entertainment"
Sports & Recreation (Baseball),Sports & Recreation
"Jazz, funk, hip-hop, EDM","Jazz, Funk, Hip Hop, Rap"
Funk-Rock,Funk-rock
"Jazz, R&B, Not provided in source.","Rock, Jazz, Not provided in source."
"Pop, Indie-Folk, Rock",Indie/Folk Rock
"Pop, Indie-Folk, Rock","Indie Folk, Rock"
"Pop, Indie-Folk, Rock",Indie Folk Rock
Spoken word poetry,Spoken Word Poetry
Spoken word poetry,"Spoken word, Poetry, Music, Comedy"
"Indie, Americana, Folk, Rock, Pop, Jazz, Alt-Country","Americana, folk, rock, pop, jazz, alt-country"
"Indie, Americana, Folk, Rock, Pop, Jazz, Alt-Country","Indie music, Americana, Folk, Rock, Pop, Jazz, Alt-country"
"Spoken Word, History","live music, spoken word, R&B"
"Spoken Word, History","Spoken word, Dance, Music"
"emo, pop-punk",Emo / Pop-Punk
"Folk, Country, Rock, Blues, Americana","Folk, Country, Rock, Blues"
"Indie pop, Country pop, Folk pop","Indie pop, country pop, folk pop"
Caribbean Music,Caribbean music
"Jazz, Funk, R&B","Jazz, Funk"
"K-Pop, Pop",Indie / Alternative / Rock
"K-Pop, Pop","Alternative Rock, Indie Rock, Pop"
"K-Pop, Pop","Pop Rock, Indie Pop"
"K-Pop, Pop","Country Pop, Indie Pop"
"K-Pop, Pop","K-pop, Pop Punk"
"Country, Music","Country music, Bluegrass"
Southern Rock,classic/southern rock
"Indie music, Americana, Folk, Rock, Pop, Jazz, Alt-country","Americana, folk, rock, pop, jazz, alt-country"
"Hip-hop, Rock","Pop, Hip-Hop, Rock, Country"
"Hip-hop, Rock","Pop, Hip-hop, Rock"
"Jam band, Rock","Psychedelic, Jam Band"
"Jam band, Rock",Jam / Jam Band / Rock
"Electronic, Hip-hop, Latin, Underground","Electronic, hip-hop, Latin, underground"
"Live Music, Fundraiser","Live music, Fundraiser, Rave"
"Jazz, Soul, R&B, Blues","Jazz, Soul, Blues"
"Death Metal, Black Metal, Heavy Metal, Alternative",Metal / Death Metal
"Holiday, Jewish","Holiday, Jewish Music"
"Country Pop, Indie Pop",Indie / Alternative / Rock
"Country Pop, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Country Pop, Indie Pop","Pop Rock, Indie Pop"
"Country Pop, Indie Pop","K-pop, Pop Punk"
Indie Soul / Pop,"Pop, Indie Soul-Pop"
Variety; Queer; BIPOC,"Poetry, BIPOC, Queer"
"Global Grooves, Latin Music",Global Grooves
True Crime,"Comedy, True Crime"
"Pop Rock, Indie Pop",Indie / Alternative / Rock
"Pop Rock, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Pop Rock, Indie Pop","K-pop, Pop Punk"
"Art, Paranormal","Art, Auction"
"Indie rock, power pop","Alt-rock, power pop-rock"
"Indie rock, power pop","Rock, Power-pop"
"Psychedelic, Jam Band",Jam / Jam Band / Rock
"live music, spoken word, R&B","Spoken word, Dance, Music"
"indie rock, alternative, electronic","Indie rock, alternative rock, folk"
"indie rock, alternative, electronic","Rock, Alternative Rock"
"indie rock, alternative, electronic",Rock/Alternative
"Jazz, Blues, Gospel, R&B","Blues, Gospel"
"Funk, Soul, R&B, Jazz, Classical","Funk, Soul, R&B, Jazz"
"Funk, Soul, R&B, Jazz, Classical","Funk, soul, jazz, rock, hip-hop"
"Alternative, Dream Pop","Alternative, Dream, Pop, Punk"
"Indie rock, alternative rock, folk","Rock, Alternative Rock"
"Indie rock, alternative rock, folk",Rock/Alternative
"Alt-rock, power pop-rock","Rock, Power-pop"
"Rock, Psychedelic Rock","Rock, Psychedelic"
"R&B, Rock, Blues","Blues-Rock, Blues"
"Folk rock, Americana","Folk Rock, Americana"
"Pop, Hip-hop, Rock","Pop, Hip-Hop, Rock, Country"
Indie / Alternative / Rock,"Alternative Rock, Indie Rock, Pop"
Indie / Alternative / Rock,"K-pop, Pop Punk"
"Funk, Soul, R&B, Jazz","Funk, soul, jazz, rock, hip-hop"
"Music, Parades","Music, Kindie"
"Music, Parades",Music Creation
"Music, Parades",Cafe Music
"Music, Parades",Vietnamese music
"Music, Parades",Handbell Music
"Music, Art","music, art"
"K-pop, Pop Punk","Alternative Rock, Indie Rock, Pop"
"Computers and technology, Educational",Computers and technology
Indie rock and roll,"Americana, R&B, Rock and Roll"
Indie Folk Rock,Indie/Folk Rock
Indie Folk Rock,"Indie Folk, Rock"
"Progressive metal, funk, blues, jazz, bluegrass, avant-garde","Progressive metal, funk, blues, jazz, bluegrass, avant-garde music"
"Performance Art, Fine Arts","Art, Fine Arts"
"Hard rock, heavy metal","Hard rock, Heavy metal"
"Electronic, Hip-Hop/Rap","Hip-Hop/Rap, Jazz"
"orchestra, theatre","Orchestra, Theatre"
"Music, Kindie",Music Creation
"Music, Kindie",Cafe Music
"Music, Kindie",Vietnamese music
"Music, Kindie",Handbell Music
Psychedelic Folk,Psychedelic Folk Pop
"Irish, Celtic",Irish; Celtic
"Funk, Jazz, Americana, Progressive Rock","Psychedelic, Funk, Jazz, Americana, Progressive Rock"
"Music, Fashion","Modeling, Fashion"
Handbell Music,Music Creation
Handbell Music,Cafe Music
Handbell Music,Vietnamese music
"Celtic, Rock",Celtic Rock
Arts & Attractions,"Art, Attractions"
"Rock, Country, Blues","Rock, Country, Blues, Folk"
"Musical Theater, Drag","Hip-hop, musical theater"
"Irish Americana, Traditional Irish",Irish Americana
"Rock, Alternative Rock",Rock/Alternative
Plays,"Plays, Comedy"
"Jazz, Soul, Gospel","Soul, R&B, Gospel, Pop"
Spoken Word Poetry,"Spoken word, Poetry, Music, Comedy"
"Indie rock, Punk","Indie Rock, Punk"
Music Creation,Cafe Music
Music Creation,Vietnamese music
"Music, Live Music","Rock music, Live music"
"Indie rock, bossa nova, jazz, chamber pop","Indie rock, Emo, Bossa nova, Jazz, Chamber pop"
Indie/Folk Rock,"Indie Folk, Rock"
"Indie Rock, Folk, Singer/Songwriter","Folk, Singer-songwriter"
"Pop, Folk Rock","Pop, Folk-Rock"
"Pop, World, Latin","Pop, World/Latin"
"Alternative, Rock, R&B","Alternative, Rock"
"Hip Hop, R&B, Afro Beats","Hip-Hop, R&B, Afro Beats"
"Jazz, Rock",Jazz-Rock
"Celtic/British Isles, World Music","Celtic/British Isles, Classic Folk"
"Thrash, Metal","Heavy metal, Thrash"
rock,Arena Rock
"Theatre, Music","Theatre, Music, Dance"
Culinary arts,"Cooking, Culinary Arts"
Cafe Music,Vietnamese music
"Dance, Trap","R&B, TRAP"
"Bluegrass, Honky-tonk","Line Dance, Honky Tonk"
"Theatre, Art","theatre, art"
